music,streams,average,std_dev
Like I Can,"[40202, 42428, 37151, 39187, 42285, 35139, 30603, 28884, 26495, 24489, 20814]",33425.181818181816,7204.806070422485
Summer of Love (Shawn Mendes & Tainy),"[38163, 32964, 31918, 28351, 27276, 25880, 26294, 23148, 22175, 21646, 20142]",27087.0,5237.587508490041
Visiting Hours,"[30579, 22824]",26701.5,3877.5
Get Into It (Yuh),"[22295, 24751, 23841, 25311, 25047, 23259, 24132, 22241]",23859.625,1107.5977312973334
Don’t Go (with Justin Bieber & Don Toliver),[20934],20934.0,0.0
Ha az életben,"[20499, 21228, 21218, 21382]",21081.75,342.6735873976867
Hurricane,"[59496, 59583, 42669, 34022, 29157, 24106, 21393]",38632.28571428572,14686.066221463952
Off The Grid,"[53900, 40072, 23590]",39187.333333333336,12389.807674948881
Jail,"[45445, 23045]",34245.0,11200.0
Praise God,"[40637, 22848, 22906, 25079, 26384, 25015, 27361, 26584, 25588, 24050]",26645.2,4875.637615738069
Moon,"[32092, 21253]",26672.5,5419.5
Heaven and Hell,[29610],29610.0,0.0
No Child Left Behind,[28958],28958.0,0.0
God Breathed,[28364],28364.0,0.0
Velem van a baj,"[27582, 21222, 21405, 23876]",23521.25,2568.1025461418008
Jonah,[27297],27297.0,0.0
Believe What I Say,[27083],27083.0,0.0
Ok Ok,[26952],26952.0,0.0
"I am not a woman, I'm a god",[25198],25198.0,0.0
family ties (with Kendrick Lamar),"[23636, 27007, 28110]",26251.0,1903.12392309767
Junya,[22818],22818.0,0.0
24,[22008],22008.0,0.0
Mucho Bien,"[21801, 22261, 23945, 22778, 21692, 21039, 20366, 21791, 25783, 28370, 27783, 27170, 24721]",23807.69230769231,2604.8933651470234
Remote Control,[21273],21273.0,0.0
Fair Trade (with Travis Scott),"[83254, 62854, 53032, 42372, 35308, 31994, 28975, 25110, 20279, 20708]",40388.6,19384.622437385777
Girls Want Girls (with Lil Baby),"[69993, 49668, 32207, 26098, 24263, 21099]",37221.333333333336,17347.534720786378
Way 2 Sexy (with Future & Young Thug),"[54515, 48991, 55981, 52085, 46854, 38653, 34661, 32331, 29170, 28805, 26651, 24695, 23039]",38187.0,11532.80863116513
Knife Talk (with 21 Savage ft. Project Pat),"[41514, 33098, 31639, 32558, 33740, 32548, 29930, 25829, 23296, 26931, 25689]",30615.636363636364,4843.548084781112
Champagne Poetry,[39451],39451.0,0.0
Papi’s Home,[31918],31918.0,0.0
HOT DEMON B!TCHES NEAR U ! ! !,"[31291, 22120]",26705.5,4585.5
No Friends In The Industry,[30113],30113.0,0.0
In The Bible (with Lil Durk & Giveon),[28110],28110.0,0.0
TSU,[27977],27977.0,0.0
Love All (with JAY-Z),[26877],26877.0,0.0
Don't Shut Me Down,[25138],25138.0,0.0
N 2 Deep,[22946],22946.0,0.0
Little Bit of Love,"[22164, 22341, 24015, 25567, 25219, 24087, 23062, 25616, 25351]",24158.0,1298.0432281793323
Emlékszem (Road Movie),[21292],21292.0,0.0
Meet Me At Our Spot,"[24420, 33150, 31883, 31353, 30522, 32106, 32571, 29148, 29186, 26519, 26283, 25547]",29390.666666666668,2893.2201302739168
LALISA,"[24383, 22149]",23266.0,1117.0
Unbreakable (with Sam Gray),[23697],23697.0,0.0
In Da Getto,"[23598, 26342, 25846, 24054]",24960.0,1158.7493257818967
Indulj el,"[22563, 23086, 21739, 21352, 20925]",21933.0,789.6290268220894
Dernière Danse,[21149],21149.0,0.0
SCOOP (feat. Doja Cat),[32671],32671.0,0.0
DiE4u,[31835],31835.0,0.0
love nwantiti (feat. Dj Yo! & AX'EL) - Remix,"[31644, 39825, 39139, 37120, 36153, 38866, 34906, 33054, 30132, 28084, 25739]",34060.181818181816,4510.784648900935
DOLLA SIGN SLIME (feat. Megan Thee Stallion),[30783],30783.0,0.0
Milliók,"[30362, 25272, 24634, 23564, 20704]",24907.2,3144.316676163519
"...And to Those I Love, Thanks for Sticking Around","[28282, 31015, 26841, 22951]",27272.25,2910.6249651062913
TALES OF DOMINICA,[27609],27609.0,0.0
Wildest Dreams (Taylor's Version),"[27178, 26611, 46065]",33284.666666666664,9040.02442228756
DEAD RIGHT NOW,[23588],23588.0,0.0
DONT WANT IT,[22183],22183.0,0.0
love nwantiti (feat. ElGrande Toto) - North African Remix,[22110],22110.0,0.0
Bored,"[38123, 46010, 43983, 36007, 33208, 30200, 29489, 26447, 24477, 23271]",33121.5,7453.006832815867
Happier Than Ever - Edit,"[23260, 23140, 22744, 22799, 21019, 20682, 20466]",22015.714285714286,1142.0563801801575
Teenagers,"[21940, 22249, 21125, 22431, 22742, 20464]",21825.166666666668,789.8783485800554
Smells Like Teen Spirit,[21437],21437.0,0.0
"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage","[35395, 27703, 35595, 34090, 24883, 20748]",29735.666666666668,5682.990986756495
She Knows (feat. Amber Coffman & Cults),"[24217, 23336, 21542, 22485]",22895.0,992.581734669745
Ments Meg,"[74306, 38296, 26556]",46386.0,20315.867361908688
MAMMAMIA,"[59371, 46532, 39538, 31781, 26520, 30438, 25881]",37151.57142857143,11347.508585678215
Prada (feat. Lil Tecca),[21620],21620.0,0.0
Flocky Flocky (feat. Travis Scott),[21482],21482.0,0.0
Rolling in the Deep,"[20255, 28701, 27273, 21968, 25457, 27092, 27850, 27169, 22380, 22851]",25099.6,2817.228290359161
Está Dañada,"[44483, 30614]",37548.5,6934.5
Let Somebody Go,[29131],29131.0,0.0
Mit mondanál a csendnek?,[26015],26015.0,0.0
Undeniable (feat. X Ambassadors),[25215],25215.0,0.0
Bubbly (with Drake & Travis Scott),[24478],24478.0,0.0
Rumour Has It,[22085],22085.0,0.0
Mérleg - Remix,"[30727, 23173]",26950.0,3777.0
Face Off,"[23314, 22521, 22004, 22226, 25982]",23209.4,1455.4869425728284
Close Eyes,"[22011, 21866]",21938.5,72.5
Better Days (NEIKED x Mae Muller x Polo G),"[21868, 25011, 25047, 23442, 23221, 22429]",23503.0,1194.9857739738998
Overpass Graffiti,"[52550, 36377, 27771, 25070]",35442.0,10723.578157499483
Tell It To My Heart,"[28552, 26626, 23199, 23091]",25367.0,2324.3120487576534
Ölj Meg,[28259],28259.0,0.0
2step,[24642],24642.0,0.0
First Times,[23941],23941.0,0.0
Tides,[21156],21156.0,0.0
Rámszakadék,"[20868, 29016, 31793, 32646, 33874, 32608, 30290, 28456]",29943.875,3854.0598865838865
ESCAPE PLAN,"[72107, 38673, 24786]",45188.666666666664,19860.50845830041
One Right Now (with The Weeknd),"[57301, 55916, 43796, 35819, 28963, 27808, 27784, 30158, 27775, 25846, 25241, 23362, 27829]",33661.38461538462,10994.2152939168
MAFIA,"[49652, 23395]",36523.5,13128.5
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"[37005, 36695, 31287, 25892]",32719.75,4550.739575882145
Smokin Out The Window,"[23736, 37187, 30651, 26702]",29569.0,5036.0755057882125
Run It Up (feat. Offset & Moneybagg Yo),[21931],21931.0,0.0
Jumpin (feat. Polo G),[20523],20523.0,0.0
Already Dead,"[60363, 34549, 24130, 34851]",38473.25,13354.871852155677
Pillanatkép,"[59256, 80159, 66238, 50217, 43577, 53298, 37103, 26634, 24093]",48952.77777777778,17271.348874671523
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),"[47326, 44084, 37430, 29561]",39600.25,6806.022200044605
Ich bin weg - BoroBoro,"[26972, 28391]",27681.5,709.5
Bad Man (Smooth Criminal),[26305],26305.0,0.0
Sunshine,"[24338, 27067]",25702.5,1364.5
abcdefu (angrier),"[23724, 34129, 29911, 25248]",28253.0,4087.120196421926
LA FAMA,[23472],23472.0,0.0
feel like shit,[22285],22285.0,0.0
Jetpack,[22076],22076.0,0.0
Red (Taylor's Version),[21312],21312.0,0.0
Sky,[21295],21295.0,0.0
All Too Well (Taylor's Version),[20994],20994.0,0.0
Kérdőjelek és a válaszok,"[72348, 40795, 34588, 30337, 22327, 23113, 23963, 24309, 26794, 23912, 23313]",31436.272727272728,14063.341986694013
Can I Get It,"[47396, 33772, 24768]",35312.0,9301.802549327022
Kik Lehetnénk Mi?,"[39256, 66686, 64234, 54915, 62821, 46666, 41085, 37411, 31717, 26896, 24335]",45092.90909090909,14447.252122837286
My Little Love,[35845],35845.0,0.0
I Drink Wine,[34780],34780.0,0.0
Strangers By Nature,[33757],33757.0,0.0
Lelket vennék,"[31025, 28359, 26884]",28756.0,1713.7049532129697
Cry Your Heart Out,[29781],29781.0,0.0
Woman Like Me,[27202],27202.0,0.0
To Be Loved,[26040],26040.0,0.0
Bananza (Belly Dancer),"[25120, 39016, 30404, 25319]",29964.75,5638.54286917285
All Night Parking (with Erroll Garner) Interlude,[24261],24261.0,0.0
Wherever I Go,"[24170, 29464, 26818]",26817.333333333332,2161.266501125877
Irigyeim,"[72620, 74084, 57357, 58668, 44954, 33284, 29969, 26737]",49709.125,17562.677632108807
Dynasties & Dystopia (from the series Arcane League of Legends),[30175],30175.0,0.0
"Nincs ő, nem fáj",[26032],26032.0,0.0
Playground (from the series Arcane League of Legends),[24937],24937.0,0.0
Merry Christmas,"[61700, 60722, 118855, 118596, 43942, 51729, 80951, 113475, 60268, 66004, 92749, 171999]",86749.16666666667,36046.01248134883
Vége,"[56353, 48352, 45779, 30502, 21452]",40487.6,12677.735548590686
Wandered To LA (with Justin Bieber),"[40868, 39781]",40324.5,543.5
It'll Be Okay,"[37184, 28971, 27940, 28163, 33961, 26865, 25348, 23923]",29044.375,4139.291785363168
Aranyapám,"[34420, 83734, 76017, 50880, 42899, 37225, 30973, 26165, 24158, 22917]",42938.8,20260.37764603612
Salsa,"[27090, 64048, 56486, 42077, 31911, 29048, 25229]",39412.71428571428,14253.936115175702
Gyöngyhajú lány,[24937],24937.0,0.0
Belebolondulok,"[39091, 33534, 23525, 24738, 24503]",29078.2,6176.052765318639
Burn,[37985],37985.0,0.0
Pope Is a Rockstar,[31692],31692.0,0.0
Girl Of My Dreams (with SUGA of BTS),[29849],29849.0,0.0
Feline (with Polo G & Trippie Redd),[28940],28940.0,0.0
Nehogy Elhidd,[27342],27342.0,0.0
Fantázia,[27177],27177.0,0.0
Lebegek,[26329],26329.0,0.0
GH.HB.,[26319],26319.0,0.0
Csak az úr tudja,[25077],25077.0,0.0
You Wouldn't Understand,[24949],24949.0,0.0
Hey lány,"[68922, 52374, 39040, 31515, 25628]",43495.8,15543.269159349973
"Santa, Can’t You Hear Me","[54130, 51223, 32472, 50639, 67551, 52661, 57077, 73412, 121613]",62308.666666666664,23580.61402932502
A te meséd,"[52181, 39002, 34744, 30462, 25032]",36284.2,9197.574906463116
Nem felejtek,"[45491, 27850]",36670.5,8820.5
The Christmas Sweater,"[33540, 29954]",31747.0,1793.0
Let It Snow! - 10th Anniversary,"[32508, 30349, 41144, 59699, 48488]",42437.6,10779.312382522365
Please Come Home for Christmas - 2013 Remaster,"[30554, 31258, 36089, 56429, 40755, 54631, 101562]",50182.57142857143,23082.39943492594
Mennyi idő?,"[40110, 29132, 26306, 33879]",32356.75,5230.695908528807
I Wish It Could Be Christmas Everyday,"[29051, 52609, 66144]",49268.0,15326.325347801627
Mennybol az angyal (An Angel from Heaven),"[28462, 35633, 49235]",37776.666666666664,8614.942922362025
Szilikon,"[27600, 22221]",24910.5,2689.5
Bocsáss meg,[27021],27021.0,0.0
Love Grows (Where My Rosemary Goes),"[28841, 29172, 27832, 24241]",27521.5,1957.250686549886
We Don't Talk About Bruno,"[28361, 36534, 37422, 41366, 43075, 45152, 39348, 34382, 30349, 29833, 26710, 25212]",34812.0,6408.405157811627
Burn Butcher Burn,[24110],24110.0,0.0
I AM WOMAN,"[23936, 25326, 23652]",24304.666666666668,731.439372440092
All The Things She Said,"[23786, 26572, 25779, 25264, 24708]",25221.8,944.5427253438565
Swim,"[22568, 25270, 28633, 34802, 38441, 36806, 36836, 34699, 31315, 29069, 26522, 25684, 23532, 23836]",29858.071428571428,5357.153194751931
When I’m Gone (with Katy Perry),[22298],22298.0,0.0
Gange,[21236],21236.0,0.0
How Do I Make You Love Me?,"[56095, 25567]",40831.0,15264.0
Is There Someone Else?,"[51554, 28593]",40073.5,11480.5
Gasoline,"[50332, 23101]",36716.5,13615.5
Fingers Crossed,"[48328, 36465, 31790, 28003, 25802]",34077.6,7992.409063605291
Take My Breath,"[47959, 22896]",35427.5,12531.5
Out of Time,"[46329, 29032]",37680.5,8648.5
Less Than Zero,"[43805, 22976]",33390.5,10414.5
Best Friends,[40710],40710.0,0.0
"Here We Go… Again (feat. Tyler, the Creator)",[37884],37884.0,0.0
I Heard You’re Married (feat. Lil Wayne),[37566],37566.0,0.0
Dawn FM,[36599],36599.0,0.0
Starry Eyes,[33560],33560.0,0.0
Don’t Break My Heart,[29797],29797.0,0.0
A Tale By Quincy,[28793],28793.0,0.0
Jungle,"[28593, 24379]",26486.0,2107.0
Every Angel is Terrifying,[24915],24915.0,0.0
I Love You So,"[24814, 24297, 33811, 30945, 31135, 29868, 30132, 30160, 29908, 29129, 27269, 26180, 26042]",28745.384615384617,2691.9406365171844
Down Under (feat. Colin Hay),"[24263, 24081, 21985, 26233, 28691, 26300, 27175, 26175, 25492, 23819]",25421.4,1824.3908682077972
Hullám,[29665],29665.0,0.0
L’enfer,[26554],26554.0,0.0
Eazy,[23847],23847.0,0.0
pushin P (feat. Young Thug),"[23483, 40733, 47085, 46753, 43036, 39025, 33631, 32718, 27358, 24707]",35852.9,8334.386881468847
Watercolor Eyes - From “Euphoria” An HBO Original Series,[28014],28014.0,0.0
When I R.I.P.,"[24814, 32474, 37618, 34750, 31400, 29942, 28807, 24222]",30503.375,4306.339830340263
Forever,"[22027, 28236, 31494, 31975, 29870, 27370, 26433]",28200.714285714286,3157.9462455519915
Ginseng Strip 2002,"[34784, 33460, 28085]",32109.666666666668,2896.745338402317
Mujeriego,"[31972, 29583, 25844, 23970]",27842.25,3125.394725070739
High,[29298],29298.0,0.0
Elmúlt,[23678],23678.0,0.0
Megcsináltad,"[48827, 36342, 29410, 24337]",34729.0,9187.502353741194
Dzsaljunk,"[45843, 31341, 25311]",34165.0,8616.727453041554
Black Summer,"[45433, 23482, 26911]",31942.0,9641.743307099603
Cigarettes,"[44020, 27412]",35716.0,8304.0
she's all i wanna be,"[28538, 26626, 29328, 28279, 24128]",27379.8,1848.6691861985475
Habibi - German Remix,"[25456, 32987, 26298, 23191]",26983.0,3647.8841127426185
Notion,"[23593, 23870]",23731.5,138.5
emo girl (feat. WILLOW),[23117],23117.0,0.0
Polkka,"[48194, 38345, 30536, 26217]",35823.0,8361.066469057641
Still D.R.E.,"[33114, 41847, 34201, 29903, 29135, 27884, 26828, 25938, 27787, 25817, 25712]",29833.272727272728,4670.695375343612
The Joker And The Queen (feat. Taylor Swift),[33072],33072.0,0.0
In Da Club,"[25234, 29045, 24625, 24101, 22898, 33076]",26496.5,3501.635653519652
Stay Alive (Prod. SUGA of BTS),[24525],24525.0,0.0
Hol talállak ébren,"[65272, 50928, 47904, 37334, 33783, 33500, 28363, 25755, 37897, 37186]",39792.2,11219.742508631827
LIFESTYLE,"[63770, 53563, 37700, 26348]",45345.25,14373.13625091963
Yo Voy (feat. Daddy Yankee),"[31067, 29307, 29289, 26568, 24776, 26033, 26674, 29143, 24826]",27520.333333333332,2112.3559253959916
Bad Habits (feat. Bring Me The Horizon),[30775],30775.0,0.0
Bent a neved,"[29355, 37976, 35418, 31232, 28511, 25160, 23482]",30162.0,4823.284091630041
The Next Episode,[26522],26522.0,0.0
Nail Tech,"[25736, 24857]",25296.5,439.5
I’m Tired (with Zendaya) - Bonus Track,"[48043, 64166, 41663, 32236, 25233, 23963]",39217.333333333336,14043.414383815481
Add Nekem,"[44674, 32282, 25418, 24197]",31642.75,8130.326296496347
Rossz Ember,"[42346, 31050, 25006]",32800.666666666664,7186.446749881954
Részegen,"[41032, 29538]",35285.0,5747.0
All For Us,"[40329, 41476, 33251, 29597, 25419, 23515, 25993, 23645, 24077]",29700.222222222223,6690.575590216066
Kell Egy Perc,"[38823, 24634]",31728.5,7094.5
Egy Nap,"[38734, 27362]",33048.0,5686.0
Úgy Érzem,[32945],32945.0,0.0
Kosandra,[25446],25446.0,0.0
"Elliot's Song - From ""Euphoria"" An HBO Original Series",[30520],30520.0,0.0
Traplife,[27433],27433.0,0.0
ay! (feat. Lil Wayne),[25420],25420.0,0.0
MAMIII,[23697],23697.0,0.0
Hajolj Bele A Hajamba,[23079],23079.0,0.0
Mi Lesz?,"[65997, 38566, 30438, 27558, 28722, 24065]",35891.0,14165.390899418673
Nem Tudom!,"[60957, 34316, 26559, 23567, 25062]",34092.2,13934.42510331876
Fasza Kis Hobbi,"[60540, 35700, 28264, 25637, 27217, 23653, 25879]",32412.85714285714,12020.756137716504
labtorlorekakiltam.mp3,"[54578, 27600]",41089.0,13489.0
Az Anyák Sírnak,"[50531, 28892]",39711.5,10819.5
Vezetői Engedély,"[50433, 28541]",39487.0,10946.0
Something In The Way,"[40381, 36641, 29975, 24987]",32996.0,5939.1660188952455
Sweetest Pie,"[36287, 37936, 28681, 23204]",31527.0,5939.379723506488
És Az Apák Keze Ökölbe Szorul,[34142],34142.0,0.0
Fless,"[26589, 30843, 25129]",27520.333333333332,2423.9066722041002
atedalod,"[26465, 29434, 28847, 27185, 30049, 24048, 26776, 24581, 35081, 36237, 34599]",29391.090909090908,4034.484476576349
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"[26215, 23618, 28220, 26824]",26219.25,1668.4755579570233
IDGAF (with blackbear),"[47190, 38487, 34470, 30631, 26989, 28615, 27509, 28172]",32757.875,6591.5508880213465
MANIAC,"[46013, 25674]",35843.5,10169.5
Cool for the Summer,"[44369, 48063, 44422, 38048, 30982, 28790, 28679, 25970, 25094]",34935.22222222222,8371.777678974331
maybe (feat. Bring Me The Horizon),"[40647, 33079]",36863.0,3784.0
Otthon,[29942],29942.0,0.0
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,"[28093, 24248, 25805, 23660, 24950]",25351.2,1546.7107551187455
Sometimes,[26654],26654.0,0.0
Tom's Diner,"[25916, 29389, 30271, 26856]",28108.0,1781.284508437661
Charmer,[23977],23977.0,0.0
03,[23952],23952.0,0.0
VENOM,[23325],23325.0,0.0
a ladikomban,"[50617, 33126, 27144, 27483, 31390, 32020, 32535, 30952, 28392, 29739]",32339.8,6407.626421694698
Tele a szívem,"[32273, 28381, 29185, 25493, 29337, 27145, 25938, 26155, 23758, 25119]",27278.4,2394.8921979913835
make up sex (feat. blackbear),[27539],27539.0,0.0
Starlight,"[26881, 35601, 37625, 33723, 32314, 28375, 24104]",31231.85714285714,4555.004294449016
Envolver,"[26616, 25864, 29222, 27826, 28825, 27887, 24671]",27273.0,1515.5123603209952
Wait a Minute!,"[25428, 28060, 29580, 27465, 30390, 31062, 27287, 25151]",28052.875,2033.8435557768448
When You're Gone,"[68792, 47939, 33939, 29081, 25968]",41143.8,15737.36254141716
In My Head,"[62819, 47256, 35680, 31770, 28275, 24842, 38797]",38491.28571428572,12026.790709724279
Leszarom,"[50887, 35458, 25525]",37290.0,10434.71542496488
Gondoltam,[32623],32623.0,0.0
Zick Zack,"[31553, 36563]",34058.0,2505.0
Átok,[31329],31329.0,0.0
psychofreak (feat. WILLOW),[25052],25052.0,0.0
KARDHAL,"[51650, 33482, 25453]",36861.666666666664,10958.628634804429
Jéghidegen,[25429],25429.0,0.0
EA (feat. 21 Savage),[24175],24175.0,0.0
Thousand Miles,"[58639, 48766, 40881, 33696, 29990, 28526]",40083.0,10774.84026177032
Hol Vagyok,"[57208, 34314, 24908]",38810.0,13564.242502501445
Háború,"[49424, 46811, 36074, 33959, 28882, 25333, 33860, 25566]",34988.625,8448.138758589077
Rosszfiú,[45828],45828.0,0.0
Karaoke,[43155],43155.0,0.0
Vodkaszóda,[42349],42349.0,0.0
Mi A Helyzet,[38063],38063.0,0.0
Piknik,[35853],35853.0,0.0
Holdvilág Intro,[34489],34489.0,0.0
Lángoló Szívek,[33550],33550.0,0.0
Budapesti Lányok,[32572],32572.0,0.0
Jó Sztori?,[29752],29752.0,0.0
Csillag,[29411],29411.0,0.0
Megígérem,[27419],27419.0,0.0
Ruhatár,[26570],26570.0,0.0
Mi a helyzet - Club Edit,[25295],25295.0,0.0
Angst,[35874],35874.0,0.0
Honest (feat. Don Toliver),"[33334, 26562]",29948.0,3386.0
Zeit,[31526],31526.0,0.0
Armee der Tristen,[30347],30347.0,0.0
In The Stars,"[30084, 36895, 32898, 27685, 25058, 24999, 26383]",29143.14285714286,4117.598725629554
That That (prod.&feat. SUGA of BTS),[29468],29468.0,0.0
Giftig,[27700],27700.0,0.0
UP,"[27011, 28512, 35089, 36264, 35651, 36679, 35768, 36192, 30142, 25199]",32650.7,4210.048361955002
WAIT FOR U (feat. Drake & Tems),"[26836, 27809]",27322.5,486.5
Se Acabo (feat. Method Man),"[26297, 27087, 27698, 25596, 25561, 24981]",26203.333333333332,939.7883922576518
Dicke Titten,[25136],25136.0,0.0
Schwarz,[24768],24768.0,0.0
Adieu,"[59237, 37351, 27810, 39346, 45138, 34561]",40573.833333333336,9832.84667863562
Dua Lipa,"[37772, 31528, 37378, 41733]",37102.75,3641.452689175022
MEAN!,"[27449, 26801]",27125.0,324.0
Pacify Her,"[27125, 27744, 25672, 23460]",26000.25,1648.2069613674128
The Heart Part 5,[25905],25905.0,0.0
Hold My Hand,"[25024, 28277, 28376, 29957, 26961]",27719.0,1648.5900642670392
N95,"[67164, 47098, 35341, 28477, 25337]",40683.4,15201.438755591524
Cooped Up (with Roddy Ricch),"[50793, 39692, 36125, 50381, 38176, 26696]",40310.5,8357.725263690672
Die Hard,[41092],41092.0,0.0
United In Grief,[36818],36818.0,0.0
Father Time (feat. Sampha),[31116],31116.0,0.0
Stefania (Kalush Orchestra),[30021],30021.0,0.0
Rich Spirit,[29535],29535.0,0.0
"Me, Myself & I",[28458],28458.0,0.0
Silent Hill,[26559],26559.0,0.0
Worldwide Steppers,[26448],26448.0,0.0
Count Me Out,[26236],26236.0,0.0
We Cry Together,[25116],25116.0,0.0
Melody,"[24846, 24775, 25362, 25916, 26646, 26829, 26460, 25277, 25272, 25072, 25674, 24914]",25586.916666666668,690.0792778530755
Where Did You Go? (feat. MNEK),"[24837, 25971, 26323, 27650, 30447, 32575, 32195, 31618, 30579, 29442, 29470, 28002, 28289, 27964]",28954.428571428572,2281.695382018934
Music For a Sushi Restaurant,"[83728, 42973, 31932, 26749, 25874, 33287, 26993]",38790.857142857145,19143.124266792962
Matilda,"[81551, 45030, 30958, 25392, 29849, 24986]",39627.666666666664,19893.755860124107
Little Freak,"[81210, 41696, 27725]",50210.333333333336,22649.969982810624
Love Of My Life,"[77930, 40848, 27548, 27467]",43448.25,20639.589898723763
Grapejuice,"[67715, 31541]",49628.0,18087.0
Satellite,"[62925, 32362]",47643.5,15281.5
Daydreaming,"[61791, 30118]",45954.5,15836.5
Keep Driving,"[56967, 27570]",42268.5,14698.5
Boyfriends,"[53188, 24138]",38663.0,14525.0
Potion (with Dua Lipa & Young Thug),"[52367, 47542, 43752, 38251, 32339, 27860, 25898, 27138, 27653, 27556, 40626, 38846]",35819.0,8643.80766792043
Don't Pain,"[49023, 49167, 45070, 35807, 32746, 29153, 27299, 24256]",36565.125,9312.723144138614
True Love,"[45926, 38839, 30556]",38440.333333333336,6281.1053344313705
Zombi - Pt.2,"[76399, 54202, 32031, 25013, 77151, 39830]",50771.0,20407.670902547077
Álmomban,[34601],34601.0,0.0
Pass The Dutchie,"[34082, 35823, 28396, 24668, 26832, 26601]",29400.333333333332,4102.944416987499
Lemon Tree,[26380],26380.0,0.0
Gyémánt,[26250],26250.0,0.0
Reputation,[25347],25347.0,0.0
Negatív,[25258],25258.0,0.0
Ne haragudj,[24774],24774.0,0.0
Marokkó,"[60892, 49854, 43295, 37515, 34559, 34862, 34325, 32103, 29240, 28909, 30821, 30839, 28479, 29063]",36054.0,9033.68860749267
Run BTS,[36320],36320.0,0.0
Yet To Come,[35401],35401.0,0.0
Can't Stop,[27222],27222.0,0.0
Suzival Balatonon,"[27154, 29945, 30536, 28355, 26820, 29057, 28293, 26632, 26573]",28151.666666666668,1388.535919593008
So Good,[26996],26996.0,0.0
Californication,[26321],26321.0,0.0
Won't Forget You (Edit),"[25150, 25315, 25045, 24999, 25395, 27086, 26763, 25990]",25717.875,758.0142540711223
Maybe My Soulmate Died,"[75209, 61811, 38707, 33736, 32519, 27482]",44910.666666666664,17436.937562414896
Jimmy Cooks (feat. 21 Savage),"[57755, 48550, 41447, 38338, 36730, 31988, 29177, 32470, 29576]",38447.88888888889,8999.383848593247
Vamos - Original Mix,"[36407, 30233, 26531]",31057.0,4073.7432417863547
Falling Back,[31127],31127.0,0.0
TÓ,[31005],31005.0,0.0
Massive,"[27515, 25332]",26423.5,1091.5
Apuveddmeg,[25069],25069.0,0.0
Left and Right (Feat. Jung Kook of BTS),"[44191, 42473, 34888, 32642, 24976]",35834.0,6969.873944340744
BREAK MY SOUL,"[35647, 32660, 30490, 29477, 28469, 39581, 35183, 30328, 26680]",32057.222222222223,3851.714820924363
From The D 2 The LBC (with Snoop Dogg),"[30969, 29202]",30085.5,883.5
Crush,[28214],28214.0,0.0
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","[27822, 29076, 28242, 26729, 25168]",27407.4,1351.1339829935446
Clap Your Hands,"[25907, 26474, 26500, 27724, 26486, 26613, 26578]",26611.714285714286,504.57753596044915
GUCCI,"[67784, 54296, 44721, 41054, 37768, 35763, 36106, 33881, 33209, 34287, 33691, 33822, 33016, 31488]",39349.0,9809.93963866678
Master Of Puppets,"[54018, 61955, 45845, 37301, 35799, 31246, 26576]",41820.0,11779.357658936367
Fegyház,[34446],34446.0,0.0
Separate Ways (Worlds Apart) - Bryce Miller/Alloy Tracks Remix,[27632],27632.0,0.0
Pullup - Unplugged,"[60911, 36327]",48619.0,12292.0
Nem ijeszt meg,[32064],32064.0,0.0
Zserbógalopp,"[27575, 32728]",30151.5,2576.5
Call Out My Name,"[24799, 25184, 25288, 24484, 28951, 30312]",26503.0,2261.8999388419757
Holiday,"[31102, 24993]",28047.5,3054.5
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","[30025, 28485, 24935]",27815.0,2131.3063286788847
Deep Down (feat. Never Dull),"[27065, 30862, 32372, 33371, 32946, 29297, 30811, 31006, 30539, 28529, 29277, 29722, 30197]",30461.076923076922,1698.860815666168
In The Dark,"[25155, 25965, 24984]",25368.0,427.8761503052022
Words (feat. Zara Larsson),"[24638, 26660, 26364, 27977, 29367, 27627, 28386, 30670, 30524, 28680, 28290]",28107.545454545456,1701.6364510582887
Are You Entertained,"[69064, 36152, 26404]",43873.333333333336,18251.632645388803
Király Úr,"[45213, 46060, 45620, 38799, 35573, 35919, 38005, 34390, 30768, 28860]",37920.7,5785.545126433636
TV,"[34643, 25017]",29830.0,4813.0
Car's Outside,"[30335, 30838, 29831, 28219]",29805.75,982.8604618662814
Come Back Home,"[24601, 44720, 42405, 33824, 30379]",35185.8,7483.523699434645
Hóvirág,"[66146, 50660, 35573, 30829, 27247]",42091.0,14434.209988773198
intro,"[43408, 101433, 97978, 68009, 49242, 43020, 36102, 30774]",58745.75,25775.967046601763
STAYING ALIVE (feat. Drake & Lil Baby),[30813],30813.0,0.0
Bad Decisions (with BTS & Snoop Dogg),[28459],28459.0,0.0
"Stay With Me (with Justin Timberlake, Halsey & Pharrell)","[27662, 30325]",28993.5,1331.5
MIRE FEL ?,"[53130, 45676, 45632, 40043, 35848, 32713, 31737, 30570, 29536]",38320.555555555555,7803.04202946391
Papaoutai,"[43182, 26682]",34932.0,8250.0
