artist_names,track_name,danceability,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,popularity
"Halott Pénz, Rúzsa Magdi","Szeretni, akit nem lehet",0.738,-6.662,0,0.0839,0.092,0.000169,0.264,0.274,189091,46.12172833769681
"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),0.854,-6.23,1,0.184,0.0517,8.53e-05,0.509,0.848,215467,52.95422000486259
"Maroon 5, Cardi B",Girls Like You (feat. Cardi B) - Cardi B Version,0.779,-6.824,1,0.0658,0.566,0.0,0.13,0.447,235545,36.89743761949519
"Black Eyed Peas, J Balvin",RITMO (Bad Boys For Life),0.721,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,221714,38.24304389494324
Lord Huron,The Night We Met,0.448,-9.514,1,0.0452,0.968,0.272,0.638,0.0998,208212,33.75299917039618
"Tomi, VALMAR",Valencia,0.8,-5.775,0,0.0645,0.423,0.0,0.17,0.601,175082,85.09037113075354
"Travis Scott, HVME",Goosebumps - Remix,0.841,-7.846,1,0.0379,0.418,0.0,0.124,0.808,162803,42.610011758353
"DR BRS, Berkes Olivér",Évszakok,0.675,-7.545,0,0.0766,0.292,0.0,0.237,0.787,224365,50.48867449498134
Hozier,Take Me To Church,0.575,-5.303,0,0.0481,0.637,0.0,0.116,0.437,241688,24.4822246416624
Follow The Flow,Plátói,0.723,-4.354,1,0.131,0.132,2.44e-06,0.136,0.535,224700,28.148678686709204
"ByeAlex és a Slepp, Halott Pénz",Boldog leszek,0.802,-7.28,0,0.25,0.441,0.0,0.899,0.237,212250,32.38472158471734
The Weeknd,In Your Eyes,0.667,-5.371,0,0.0346,0.0028,7.92e-05,0.0736,0.718,237520,39.08810686021984
"Marshmello, Khalid",Numb,0.912,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,155589,34.79564541023616
"Jason Derulo, Nuka",Love Not War (The Tampa Beat),0.738,-3.049,1,0.0642,0.105,0.0,0.23,0.865,192921,35.95425861342247
"Dave, Central Cee",Sprinter,0.918,-4.705,1,0.201,0.263,0.0,0.0615,0.706,229133,57.93380722208272
"Lil Peep, Lil Tracy",witchblades,0.635,-7.233,1,0.0727,0.0233,0.0,0.286,0.533,150160,25.68355467615561
Travis Scott,MY EYES,0.455,-7.694,0,0.0517,0.651,2.59e-06,0.123,0.28,251250,46.307374128118255
Mariah Carey,All I Want for Christmas Is You,0.336,-7.463,1,0.0384,0.164,0.0,0.0708,0.35,241107,68.18106947724566
Billie Eilish,Happier Than Ever,0.332,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,298899,50.11774649873532
"Sam Smith, Normani",Dancing With A Stranger (with Normani),0.741,-7.513,1,0.0656,0.447,1.97e-06,0.222,0.347,171030,44.65581513252884
SZA,Kill Bill,0.644,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,153947,50.59927825740793
VZS,Jamaica pt. 1 (Apartman),0.708,-8.834,1,0.512,0.408,0.0,0.0607,0.789,166737,45.43160445855548
"Jonas Blue, Theresa Rex",What I Like About You (feat. Theresa Rex),0.46,-3.584,1,0.05,0.289,6.16e-06,0.121,0.553,220396,32.314114091998974
Jaymes Young,Infinity,0.671,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,237720,38.221099648115725
"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),0.935,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,187541,56.308592398594286
Doja Cat,Say So,0.787,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,237893,47.08945344638302
"Azahriah, DESH, Young Fly, Lord Panamo, Copy Con",béke,0.724,-7.218,0,0.0572,0.448,0.0,0.052,0.956,315862,62.996226814527134
"Galantis, OneRepublic",Bones (feat. OneRepublic),0.658,-5.735,1,0.0377,0.00463,0.0,0.178,0.508,205793,28.70339268387653
"Purple Disco Machine, Sophie and the Giants",Hypnotized,0.69,-5.084,0,0.0997,0.0968,0.000324,0.109,0.704,195658,34.05308916695179
"Pogány Induló, Ótvar Pestis",Kötelező,0.682,-9.688,1,0.438,0.114,0.0,0.122,0.398,120389,45.52404976870688
"Robin Schulz, KIDDO",All We Got (feat. KIDDO),0.504,-4.246,1,0.0426,0.286,0.0,0.151,0.64,190218,36.23933096121661
Azahriah,kaotikus egy ház!,0.418,-7.723,0,0.311,0.377,0.0,0.376,0.297,169730,57.33437356043639
Travis Scott,I KNOW ?,0.927,-4.441,0,0.0539,0.0186,0.0,0.104,0.817,211582,47.65556514451647
Kenya Grace,Strangers,0.628,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,172965,63.71762522739195
Doja Cat,Paint The Town Red,0.868,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,231750,65.36253792380518
"Nathan Dawe, Ella Henderson",21 Reasons (feat. Ella Henderson),0.621,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,155253,32.67017278608489
Duncan Laurence,Arcade,0.459,-12.603,0,0.0421,0.817,0.00104,0.135,0.271,183624,41.09293961025037
T. Danny,Utálnak,0.749,-11.56,0,0.153,0.556,6.28e-05,0.104,0.328,215342,33.58371504187464
Lewis Capaldi,Bruises,0.736,-7.83,1,0.0677,0.946,0.0,0.186,0.361,220492,29.22303845278259
"Nicky Youre, dazy",Sunroof,0.768,-5.11,1,0.0401,0.352,0.0,0.15,0.842,163026,30.017838406192126
"Cardi B, Bad Bunny, J Balvin",I Like It,0.816,-3.998,0,0.129,0.099,0.0,0.372,0.65,253390,31.98366190520133
"Bruno X Spacc, Manuel",Lassított Felvétel,0.746,-5.948,0,0.104,0.489,0.0,0.272,0.668,167525,37.78957626952662
CJ,Whoopty,0.714,-7.683,0,0.17,0.194,0.0,0.126,0.778,123480,49.50411544214083
"Bruno X Spacc, Manuel",Cella,0.565,-4.873,0,0.122,0.452,0.0,0.141,0.527,161433,38.779707054544346
Don Toliver,After Party,0.629,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,167916,32.114990616534115
Drake,Toosie Slide,0.834,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,247059,53.80242131078328
"4tress, Azahriah",Köd,0.765,-8.442,1,0.179,0.105,0.0,0.133,0.438,190909,33.13655843415887
Krúbi,Partyzán,0.871,-5.988,1,0.107,0.0225,4.85e-06,0.0906,0.397,358008,52.7751062177757
"Marshmello, CHVRCHES",Here With Me,0.791,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,156347,39.45251229962061
VZS,Trónfosztó,0.728,-7.391,0,0.315,0.107,0.0,0.0853,0.83,168000,43.02916864702293
KKevin,Fekete Bárány,0.859,-6.087,1,0.26,0.0812,0.0,0.0709,0.721,192000,49.78447248283898
"DESH, Young Fly",Honeymoon,0.887,-4.115,1,0.0616,0.149,3.24e-05,0.0769,0.628,130702,48.6886818113572
Justin Bieber,Ghost,0.601,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153190,33.3877836583568
"Follow The Flow, Varázslatos Magyarország",Régi mese,0.722,-8.346,1,0.171,0.0903,0.0,0.0652,0.682,200110,45.20008089372709
"Manuel, Marics Peti",Fiatal és őrült,0.591,-3.283,0,0.191,0.256,0.0,0.0876,0.838,166588,50.622638335845366
"Pixa, ByeAlex",Apátok,0.926,-5.704,0,0.316,0.29,0.0,0.105,0.838,187317,28.28970525053269
Panic! At The Disco,House of Memories,0.506,-5.051,0,0.0335,0.00272,0.0,0.0486,0.506,208707,38.0825999131216
Mario,Rajosan,0.612,-2.992,0,0.397,0.322,0.0,0.0477,0.937,195744,38.87050858661422
Lauv,I Like Me Better,0.752,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,197437,29.757987770962515
Billie Eilish,all the good girls go to hell,0.726,-8.922,0,0.372,0.283,0.143,0.177,0.569,168840,36.33444902385352
Taylor Swift,Anti-Hero,0.633,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,200690,45.98645976931618
"David Guetta, Kid Cudi",Memories (feat. Kid Cudi),0.547,-3.939,1,0.259,0.00192,7.63e-06,0.257,0.372,210853,22.700249361988966
"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0.674,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,176547,44.39944594601928
Surf Curse,Freaks,0.346,-9.874,1,0.0485,4.16e-05,0.565,0.0546,0.403,147036,25.450466734244657
Chris Brown,Under The Influence,0.755,-8.947,0,0.0355,0.0186,0.000231,0.18,0.368,184613,42.73169520786371
VZS,Gurulgatok,0.926,-7.379,0,0.178,0.0952,0.0,0.179,0.621,147097,58.971009996805
"Sia, David Guetta",Floating Through Space,0.575,-4.89,0,0.072,0.00172,0.0,0.114,0.277,177801,34.00502715270579
Curtis,Pezsgő Kaviár Kurvák,0.849,-6.787,0,0.214,0.144,6.92e-05,0.111,0.455,163256,48.66746854409999
CKay,love nwantiti (ah ah ah),0.727,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,145800,40.59041677268365
ibbigang,Pak Pak,0.906,-7.393,1,0.279,0.0587,0.0,0.0954,0.515,160000,53.04559623006856
"T. Danny, G.w.M",Uh,0.853,-6.519,1,0.256,0.784,0.000189,0.109,0.361,179417,28.57455318667857
"Alok, Ilkay Sencan, Tove Lo",Don't Say Goodbye (feat. Tove Lo),0.698,-4.923,0,0.0455,0.00829,4.01e-06,0.326,0.364,186700,34.94598533622072
Olivia Rodrigo,vampire,0.484,-5.82,1,0.054,0.148,0.0,0.283,0.319,219724,44.537964510779815
"Eminem, Dina Rae",Superman,0.802,-3.138,0,0.0564,0.0215,0.0,0.295,0.58,350320,23.969524887720468
ALEE,Nincsen gond,0.89,-4.049,0,0.0568,0.117,2.87e-05,0.136,0.723,149720,62.73499774109537
"Lil Peep, XXXTENTACION",Falling Down - Bonus Track,0.669,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,196400,22.81727031386661
Bebe Rexha,I'm a Mess,0.63,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,195519,30.28420310527447
Thessa Longobardi,Star Shopping,0.585,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,142000,22.9383357766404
Sam Smith,How Do You Sleep?,0.561,-4.931,0,0.0856,0.153,0.0,0.0763,0.359,202205,49.156423121281264
"Drake, Rick Ross",Money In The Grave (Drake ft. Rick Ross),0.831,-4.045,0,0.046,0.101,0.0,0.122,0.101,205427,38.21899125124179
Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",0.391,-17.843,1,0.0317,0.953,0.0,0.0983,0.111,222370,48.5010946323734
"DESH, Azahriah",Kukásautó '22,0.56,-6.455,0,0.115,0.483,0.0,0.195,0.549,194651,40.57486347934624
Måneskin,ZITTI E BUONI,0.625,-3.115,0,0.0669,0.00138,0.0,0.424,0.644,194787,48.50141823671295
DESH,Osztriga,0.773,-5.514,0,0.122,0.0964,0.0,0.209,0.736,126931,77.28834983421834
"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",0.264,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,244685,51.01038080384386
The Prince Karma,Later Bitches,0.769,-6.563,1,0.102,0.000573,0.108,0.342,0.504,247976,27.22894590526101
"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),0.464,-10.086,1,0.129,0.866,0.0,0.109,0.604,208687,27.045615763950977
ByeAlex és a Slepp,1év,0.897,-9.323,1,0.221,0.447,3.21e-06,0.362,0.746,169213,40.3637955873382
"Tiësto, Dzeko, Preme, Post Malone",Jackie Chan,0.747,-2.867,0,0.045,0.374,0.0,0.0586,0.687,215760,30.583172453372057
"frendz, Sofi, Manuel",Eltaszít,0.782,-8.885,0,0.0631,0.787,0.000301,0.109,0.415,198986,42.9885106537092
"Coldplay, BTS",My Universe,0.588,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,228000,38.613233525369125
"L.L. Junior, KKevin, Rytmus, Érdi Baba",Cigány-ügy,0.687,-3.808,1,0.276,0.0459,0.0,0.21,0.625,219310,61.51551977248245
"Kasza Tibi, Dér Heni",Ez annyira te,0.443,-6.312,0,0.242,0.0464,0.0,0.185,0.456,180001,39.087538949136174
"Atka, ekhoe, Nasiimov",Studioba Öltönyben,0.809,-7.755,0,0.153,0.251,0.0,0.143,0.29,239048,36.5418907922497
Twenty One Pilots,Chlorine,0.609,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,324467,29.107892194009068
Bruno X Spacc,Az Élet Megy Tovább,0.844,-5.772,0,0.188,0.128,0.0,0.0516,0.328,171438,33.62582015222246
"FAST BOY, Topic",Forget You,0.708,-5.881,0,0.0641,0.157,1.9e-06,0.142,0.511,147987,38.45939649903593
"Mihályfi Luca, ekhoe",Villám,0.808,-6.653,0,0.0922,0.143,0.0,0.103,0.353,206000,57.95046254141006
DESH,Haramia,0.618,-3.472,0,0.195,0.523,0.000174,0.219,0.647,134886,61.183918979587375
Dua Lipa,Houdini,0.744,-4.876,0,0.059,0.0036,0.00144,0.0947,0.866,185918,61.695000583854736
StaySolidRocky,Party Girl,0.728,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,147800,42.46794368863057
"Krúbi, Killakikitt",Üzenetek,0.691,-5.781,1,0.215,0.154,0.0,0.145,0.496,270016,31.42210149469338
"ALEE, Manuel",Deja vu,0.799,-4.501,1,0.0985,0.123,0.000107,0.135,0.867,178820,55.18411699084662
Halott Pénz,Szívedből minden kell,0.727,-6.303,0,0.0838,0.0699,0.0,0.0491,0.27,207097,38.37317917553479
Labrinth,Still Don't Know My Name,0.316,-5.963,1,0.117,0.471,0.262,0.205,0.313,153294,30.599910206384365
5 Seconds of Summer,Teeth,0.756,-2.993,0,0.0404,0.0508,3.87e-06,0.11,0.431,204887,37.98808503966754
"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),0.756,-6.377,1,0.0401,0.182,0.0,0.333,0.956,206071,46.26555236965211
Lana Del Rey,Summertime Sadness,0.568,-6.793,0,0.0332,0.0464,0.0,0.121,0.211,264773,16.976632055101092
AC/DC,Highway to Hell,0.574,-4.793,0,0.133,0.061,0.00158,0.156,0.423,208400,20.489030144012176
The Neighbourhood,Daddy Issues,0.588,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,260173,18.93892421379978
"Nemazalány, Sofi, Lotfi Begi",Üres Szívek 2,0.766,-4.737,0,0.0648,0.671,0.0,0.0831,0.679,225636,33.04843207192923
T. Danny,Ha Elmegyek,0.785,-5.463,0,0.0455,0.83,0.000849,0.091,0.579,207059,47.32641736103338
Paulina,Ajándék,0.802,-3.85,0,0.037,0.334,0.0,0.13,0.48,206125,53.14421998334083
"Jason Derulo, Adam Levine",Lifestyle (feat. Adam Levine),0.749,-5.128,0,0.0366,0.0209,0.0,0.169,0.711,153865,30.6485340581075
Bagossy Brothers Company,Van Ez A Hely,0.604,-4.967,1,0.0869,0.0536,0.0,0.0934,0.343,238125,20.78711116080485
BoyWithUke,Toxic,0.594,-6.627,0,0.363,0.835,0.0,0.461,0.687,168020,49.973480522434656
"Camila Cabello, DaBaby",My Oh My (feat. DaBaby),0.724,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,170746,47.40372178501842
"Azahriah, DESH",bulbaba,0.81,-7.816,0,0.144,0.701,3.8e-05,0.095,0.242,125825,60.24319325925893
"Kygo, Imagine Dragons",Born To Be Yours,0.688,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,193321,28.56935239681729
Conan Gray,Heather,0.357,-7.301,1,0.0333,0.584,0.0,0.322,0.27,198040,36.74752082036191
"Majestic, Boney M.",Rasputin,0.758,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,186210,37.56542127713469
Pop Smoke,What You Know Bout Love,0.709,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,160000,45.91397174742893
Ariana Grande,"thank u, next",0.724,-5.642,1,0.0658,0.28,0.0,0.102,0.435,207333,44.02917762861836
Ellie Goulding,Sixteen,0.669,-5.445,1,0.136,0.268,0.0,0.0594,0.541,201072,26.89388790637095
Manu Pilas,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,0.46,-10.329,0,0.0343,0.538,0.0,0.191,0.962,139845,21.81602123608684
Azahriah,valami amerikai,0.615,-7.392,1,0.143,0.599,0.000782,0.181,0.296,220227,65.06816903510271
Krúbi,Krúbi Interjú,0.821,-7.813,1,0.255,0.0497,0.0,0.343,0.632,313125,48.72313944667381
"T. Danny, KKevin",Csirió,0.958,-10.592,1,0.4,0.0321,0.0,0.211,0.316,148800,51.11017474936966
ByeAlex és a Slepp,Lombok,0.406,-7.993,0,0.213,0.708,0.000448,0.114,0.154,227333,36.57697680939221
DESH,Apály,0.721,-5.219,0,0.209,0.33,1.28e-06,0.142,0.683,130870,64.13073478565133
Pamkutya,Aranybula,0.703,-3.646,1,0.0437,0.0401,0.0,0.111,0.264,184800,37.64826706150068
Ariana Grande,"break up with your girlfriend, i'm bored",0.727,-5.29,0,0.0915,0.0421,0.0,0.106,0.335,190440,48.42078922035458
ByeAlex és a Slepp,Boldog Leszek (Levegő be),0.826,-7.887,1,0.293,0.576,0.0,0.148,0.359,223000,29.94375555478156
Billie Eilish,Therefore I Am,0.889,-7.773,0,0.0697,0.218,0.13,0.055,0.716,174321,50.384873833217824
"Pogány Induló, Zomblaze",Tropicalli,0.496,-16.079,0,0.56,0.601,1.48e-06,0.111,0.191,148608,41.33626029841764
"Pedro Capó, Farruko",Calma - Remix,0.826,-4.218,0,0.0524,0.323,0.0,0.143,0.761,238200,25.963484219035863
"Cheriimoya, Sierra Kidd","Living Life, In The Night",0.624,-9.962,0,0.0495,0.82,0.0,0.12,0.298,122517,18.01296527636434
"Zedd, Maren Morris, Grey",The Middle,0.753,-3.061,1,0.0449,0.171,0.0,0.112,0.437,184732,27.314571072868787
"Oliver Tree, Robin Schulz",Miss You - Bonus Track,0.587,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,206000,48.64085632079873
Nemes,Káosz,0.811,-6.417,1,0.0429,0.398,0.0638,0.109,0.746,117856,32.811598776796345
Adele,Easy On Me,0.604,-7.519,1,0.0282,0.578,0.0,0.133,0.13,224695,52.61924845686677
Sia,Snowman,0.717,-6.222,1,0.0331,0.426,0.0,0.0932,0.339,165900,51.79642316017628
Why Don't We,Fallin’ (Adrenaline),0.606,-4.504,1,0.119,0.0101,0.0,0.075,0.233,216504,23.67453902142877
Ariana Grande,Santa Tell Me,0.525,-7.364,1,0.117,0.0489,0.0,0.291,0.592,204093,56.715073528859264
Brenda Lee,Rockin' Around The Christmas Tree,0.598,-8.744,1,0.0496,0.617,0.0,0.505,0.879,126267,60.78338454507865
Ariana Grande,positions,0.736,-4.759,1,0.0864,0.468,0.0,0.094,0.675,172325,48.965126947468846
"Swedish House Mafia, The Weeknd",Moth To A Flame (with The Weeknd),0.542,-7.289,1,0.0389,0.00279,0.0,0.105,0.109,234000,40.836972554746666
Michael Bublé,It's Beginning to Look a Lot like Christmas,0.339,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,206640,58.25783609678113
"Irie Maffia, Marsalkó Dávid",Hajnali Kör,0.807,-2.607,1,0.0404,0.133,0.0,0.118,0.86,190500,18.28572162594169
Intim Torna Illegál,Örökké,0.699,-4.033,0,0.146,0.00995,0.0,0.167,0.625,200526,16.51919456436974
Manuel,Kicsi lány,0.802,-4.926,1,0.223,0.519,0.0,0.113,0.565,160457,40.660080442531296
Selena Gomez,Lose You To Love Me,0.4,-9.0,1,0.0521,0.579,0.0,0.21,0.0852,206459,49.47328795533829
Wham!,Last Christmas,0.735,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,262960,59.30995446044234
Bobby Helms,Jingle Bell Rock,0.754,-8.463,1,0.0363,0.643,0.0,0.0652,0.806,130973,58.51668962871965
Sam Smith,Diamonds,0.653,-6.764,0,0.0423,0.154,0.0,0.107,0.556,213869,26.47761880173072
"Alle Farben, ILIRA",Fading,0.734,-5.267,0,0.0415,0.0232,0.0,0.127,0.685,207013,23.132236271218304
"Wellhello, Lil Frakk","Csoda, Hogy Még Élünk",0.593,-7.454,0,0.238,0.182,0.0,0.231,0.48,189000,30.193919565199
Dxrk ダーク,RAVE,0.716,-6.06,1,0.0356,0.235,0.849,0.114,0.338,169245,28.77235883266121
"Taylor Swift, Brendon Urie, Panic! At The Disco",ME! (feat. Brendon Urie of Panic! At The Disco),0.614,-4.143,1,0.0702,0.0291,0.0,0.112,0.657,193040,36.82260309298751
Tyga,Ayy Macarena,0.816,-5.568,1,0.226,0.133,0.0,0.0692,0.714,131607,30.94594988372013
Carson Coma,Osztálytalálkozó,0.329,-7.619,0,0.125,0.00144,0.0,0.196,0.549,245733,36.20958886970406
Nea,Some Say,0.779,-6.316,0,0.0405,0.701,2.75e-06,0.132,0.482,175602,24.23856297752276
"Azahriah, DESH",vicc,0.668,-8.724,0,0.236,0.304,0.00324,0.119,0.581,158049,61.064004623506406
Doja Cat,Boss Bitch,0.707,-4.593,0,0.222,0.127,0.0,0.202,0.575,134240,45.38384232877756
"Pop Smoke, A Boogie Wit da Hoodie",Hello (feat. A Boogie Wit da Hoodie),0.905,-5.065,0,0.107,0.0187,0.0,0.282,0.367,190534,26.19751513303818
"Calvin Harris, Sam Smith, Jessie Reyez",Promises (with Sam Smith),0.781,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,213309,34.7970256681386
"The Chainsmokers, 5 Seconds of Summer",Who Do You Love,0.51,-4.673,1,0.0447,0.00791,0.0,0.219,0.435,226747,37.79492255017381
T. Danny,Még Egyszer,0.626,-10.339,1,0.154,0.817,0.0,0.0968,0.24,156000,45.19169282344872
"T. Danny, Young Fly",No Woman No Cry,0.844,-6.313,0,0.0719,0.307,0.0,0.0944,0.658,158325,77.59872865021136
"Mihályfi Luca, Csoky",Valentino,0.8,-7.058,0,0.0505,0.0772,0.0,0.216,0.382,141830,47.33197571123509
"Azahriah, DESH",tevagyazalány,0.604,-6.632,1,0.103,0.496,0.0,0.198,0.568,138971,46.51584276793176
"DJ Snake, Selena Gomez, Ozuna, Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.842,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,212500,44.87561652917832
A Boogie Wit da Hoodie,Look Back at It,0.791,-5.075,0,0.0413,0.407,0.0,0.148,0.536,179449,38.60232673506727
LMEN PRALA,MAMBO,0.871,-6.321,1,0.312,0.691,8.32e-05,0.0886,0.371,155704,35.763036613893135
Juice WRLD,All Girls Are The Same,0.671,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,165820,18.023704801952
Manuel,Messziről jöttem,0.794,-9.397,1,0.116,0.0157,0.0,0.306,0.56,168125,52.604896324381045
Azahriah,delirium,0.551,-8.093,0,0.298,0.46,0.000837,0.097,0.322,263981,55.28734731104801
"Wellhello, LUCA",Szomorú séta,0.657,-8.301,0,0.0515,0.379,0.0,0.115,0.404,175714,29.567196026264355
Kelly Clarkson,Underneath the Tree,0.509,-5.438,1,0.0537,0.0013,1.99e-05,0.214,0.689,229640,52.22094099672657
"Tiësto, Charli xcx",Hot In It (feat. Charli XCX),0.748,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,129817,35.899268779964444
"Kris Kross Amsterdam, The Boy Next Door, Conor Maynard",Whenever (feat. Conor Maynard),0.734,-5.562,1,0.0621,0.151,0.0,0.231,0.518,163636,24.481705239336108
Billie Eilish,wish you were gay,0.853,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,221543,38.71744252848758
Harry Styles,Late Night Talking,0.714,-4.595,1,0.0468,0.298,0.0,0.106,0.901,177955,38.78158638764897
"Azahriah, DESH",Drogba,0.813,-10.838,0,0.321,0.0769,0.00937,0.0935,0.575,163056,46.32486001422132
Surfaces,Sunday Best,0.878,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,158571,37.79559858093296
Queen,We Will Rock You - Remastered 2011,0.692,-7.316,1,0.119,0.676,0.0,0.259,0.475,122067,23.963306489910863
"DJ Snake, Selena Gomez, Ozuna, Cardi B","Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",0.84,-4.284,1,0.204,0.156,5.64e-06,0.0642,0.614,212500,19.656787875887773
"Beton.Hofi, ANUBII$",NULLAKÖZÖD,0.869,-9.733,0,0.191,0.0296,4.01e-05,0.0705,0.303,140917,51.461544850165936
"Shouse, David Guetta",Love Tonight (David Guetta Remix Edit),0.621,-4.225,0,0.0434,0.015,0.357,0.184,0.0348,158095,32.405449370870755
Dua Lipa,We're Good,0.722,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,165507,36.22521434345734
Dua Lipa,New Rules,0.762,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,209320,25.079929319739804
30Y,Bogozd Ki,0.116,-4.961,0,0.0767,0.00517,0.0,0.808,0.396,181520,16.37549882328466
Manuel,Utolsó dal,0.661,-6.329,1,0.0448,0.258,0.0,0.129,0.222,122833,49.35087729456595
"Tyga, Offset",Taste (feat. Offset),0.884,-7.442,1,0.12,0.0236,0.0,0.101,0.342,232959,22.14268187251924
Shawn Mendes,Wonder,0.333,-4.904,0,0.0581,0.131,1.8e-05,0.149,0.132,172693,40.0681972147723
"DJ Khaled, Drake",POPSTAR (feat. Drake),0.8,-4.818,0,0.261,0.057,0.0,0.134,0.45,200221,36.27818277584484
Dzsúdló,KERINGŐ,0.681,-7.748,1,0.0554,0.376,0.0,0.106,0.317,218909,51.32112239910239
Elefánt,Kár,0.726,-7.291,1,0.0308,0.258,0.0167,0.0679,0.913,213145,23.71251102231902
Halott Pénz,Melletted,0.831,-4.726,1,0.231,0.171,0.0,0.0371,0.712,160825,21.59681041369581
"ekhoe, Kolg8eight, Csoky",Spanom ugyanez,0.799,-9.02,1,0.235,0.066,0.000548,0.334,0.661,140124,35.91205438360447
"Bruno X Spacc, KÚTVÖLGYI SÁRA",Loca,0.843,-5.828,0,0.0637,0.404,0.013,0.112,0.928,114393,64.71705602442171
"Justin Bieber, benny blanco",Lonely (with benny blanco),0.631,-7.071,0,0.0398,0.864,0.0,0.116,0.0927,149297,44.71065215292556
"Drake, Lil Durk",Laugh Now Cry Later (feat. Lil Durk),0.761,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,261493,37.10947421302747
6ix9ine,GOOBA,0.611,-5.688,1,0.341,0.0264,0.0,0.251,0.393,132303,56.49905580883299
"Lauv, Anne-Marie","fuck, i'm lonely",0.806,-6.46,1,0.0683,0.482,0.0,0.0618,0.678,198973,31.793131178772043
"Beton.Hofi, DOÓR",POP,0.635,-8.492,0,0.155,0.208,0.000154,0.453,0.642,182363,44.08864708716351
Teddy Swims,Lose Control,0.561,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,210689,59.808476687555455
Carson Coma,FELDOBOM A KÖVET,0.402,-8.966,0,0.054,0.000518,0.0466,0.0984,0.672,311000,49.74966139916985
INTERWORLD,METAMORPHOSIS,0.593,-12.727,0,0.0992,0.426,0.901,0.122,0.147,142839,26.656011175182783
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,0.451,-14.014,1,0.0352,0.912,2.66e-06,0.175,0.698,117147,49.95884206387922
"Ofenbach, Norma Jean Martine",Overdrive (feat. Norma Jean Martine),0.611,-3.546,1,0.03,0.00257,0.0,0.058,0.279,155905,64.12992273021318
"Kygo, Rita Ora","Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",0.591,-6.519,0,0.079,0.381,0.000116,0.131,0.27,215316,30.447996187601703
"Kygo, OneRepublic",Lose Somebody,0.58,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,199549,29.83508718280912
Mitski,My Love Mine All Mine,0.504,-14.958,1,0.0321,0.868,0.135,0.158,0.121,137773,41.78851733797478
